"","singleton_G6_Skin_FL_2500_B2","singleton_G6_Skin_FL_2500_B1","singleton_G6_Skin_FL_2500_B4","singleton_G6_Skin_FL_2500_C1","singleton_G6_Skin_Fixed_24_D1","singleton_G6_Skin_FL_2500_A2","singleton_G6_Skin_Fixed_24_C1","singleton_G6_Skin_Fixed_24_C2","singleton_G6_Skin_FL_2500_C3","singleton_G6_Skin_FL_2500_D2","singleton_G6_Skin_FL_2500_D3","singleton_G6_Skin_Fixed_24_B1","singleton_G6_Skin_Fixed_24_D2","singleton_G6_Skin_FL_2500_D4","singleton_G6_Skin_Fixed_24_B4","singleton_G6_Skin_FL_2500_C2","singleton_G6_Skin_Fixed_24_B3","singleton_G6_Skin_Fixed_24_A3","singleton_G6_Skin_Fixed_24_C3","singleton_G6_Skin_FL_2500_B3","singleton_G6_Skin_Fixed_24_D4","singleton_G6_Skin_FL_2500_A4","singleton_G6_Skin_Fixed_24_D3","singleton_G6_Skin_Fixed_24_A4","singleton_G6_Skin_Fixed_24_A2","singleton_G6_Skin_Fixed_24_C4","singleton_G6_Skin_FL_2500_D1","singleton_G6_Skin_FL_2500_C4","doubleton_G6_Skin_Fixed_24_A2","doubleton_G6_Skin_Fixed_24_A3","doubleton_G6_Skin_Fixed_24_A4","doubleton_G6_Skin_Fixed_24_B1","doubleton_G6_Skin_Fixed_24_B3","doubleton_G6_Skin_Fixed_24_B4","doubleton_G6_Skin_Fixed_24_C1","doubleton_G6_Skin_Fixed_24_C2","doubleton_G6_Skin_Fixed_24_C3","doubleton_G6_Skin_Fixed_24_C4","doubleton_G6_Skin_Fixed_24_D1","doubleton_G6_Skin_Fixed_24_D2","doubleton_G6_Skin_Fixed_24_D3","doubleton_G6_Skin_Fixed_24_D4","doubleton_G6_Skin_FL_2500_A2","doubleton_G6_Skin_FL_2500_A4","doubleton_G6_Skin_FL_2500_B1","doubleton_G6_Skin_FL_2500_B2","doubleton_G6_Skin_FL_2500_B3","doubleton_G6_Skin_FL_2500_B4","doubleton_G6_Skin_FL_2500_C1","doubleton_G6_Skin_FL_2500_C2","doubleton_G6_Skin_FL_2500_C3","doubleton_G6_Skin_FL_2500_C4","doubleton_G6_Skin_FL_2500_D1","doubleton_G6_Skin_FL_2500_D2","doubleton_G6_Skin_FL_2500_D3","doubleton_G6_Skin_FL_2500_D4","singleton_G4_Feces_FL_350_C2","singleton_G4_Feces_FL_350_D3","singleton_G4_Feces_FL_350_A3","singleton_G4_Feces_Fixed_24_C1","singleton_G4_Feces_FL_350_D4","singleton_G4_Feces_Fixed_24_A2","singleton_G4_Feces_Fixed_24_A4","singleton_G4_Feces_Fixed_24_D2","singleton_G4_Feces_Fixed_24_C2","singleton_G4_Feces_Fixed_24_C4","singleton_G4_Feces_FL_350_A2","singleton_G4_Feces_Fixed_24_B1","singleton_G4_Feces_Fixed_24_B3","singleton_G4_Feces_Fixed_24_D4","singleton_G4_Feces_Fixed_24_B4","singleton_G4_Feces_Fixed_24_D1","singleton_G4_Feces_FL_350_C4","singleton_G4_Feces_FL_350_C1","singleton_G4_Feces_Fixed_24_B2","singleton_G4_Feces_Fixed_24_A3","singleton_G4_Feces_FL_350_B1","singleton_G4_Feces_FL_350_C3","singleton_G4_Feces_FL_350_D2","singleton_G4_Feces_FL_350_B2","singleton_G4_Feces_FL_350_D1","singleton_G4_Feces_Fixed_24_C3","singleton_G4_Feces_Fixed_24_D3","singleton_G4_Feces_FL_350_A4","doubleton_G4_Feces_Fixed_24_A2","doubleton_G4_Feces_Fixed_24_A3","doubleton_G4_Feces_Fixed_24_A4","doubleton_G4_Feces_Fixed_24_B1","doubleton_G4_Feces_Fixed_24_B2","doubleton_G4_Feces_Fixed_24_B3","doubleton_G4_Feces_Fixed_24_B4","doubleton_G4_Feces_Fixed_24_C1","doubleton_G4_Feces_Fixed_24_C2","doubleton_G4_Feces_Fixed_24_C3","doubleton_G4_Feces_Fixed_24_C4","doubleton_G4_Feces_Fixed_24_D1","doubleton_G4_Feces_Fixed_24_D2","doubleton_G4_Feces_Fixed_24_D3","doubleton_G4_Feces_Fixed_24_D4","doubleton_G4_Feces_FL_350_A2","doubleton_G4_Feces_FL_350_A3","doubleton_G4_Feces_FL_350_A4","doubleton_G4_Feces_FL_350_B1","doubleton_G4_Feces_FL_350_B2","doubleton_G4_Feces_FL_350_C1","doubleton_G4_Feces_FL_350_C2","doubleton_G4_Feces_FL_350_C3","doubleton_G4_Feces_FL_350_C4","doubleton_G4_Feces_FL_350_D1","doubleton_G4_Feces_FL_350_D2","doubleton_G4_Feces_FL_350_D3","doubleton_G4_Feces_FL_350_D4","singleton_G7_Soil_FL_5000_D2","singleton_G7_Soil_FL_5000_A2","singleton_G7_Soil_FL_5000_B4","singleton_G7_Soil_FL_5000_C3","singleton_G7_Soil_FL_5000_D3","singleton_G7_Soil_FL_5000_B3","singleton_G7_Soil_Fixed_24_C3","singleton_G7_Soil_FL_5000_D4","singleton_G7_Soil_FL_5000_A1","singleton_G7_Soil_FL_5000_A4","singleton_G7_Soil_Fixed_24_A3","singleton_G7_Soil_Fixed_24_A4","singleton_G7_Soil_Fixed_24_B4","singleton_G7_Soil_Fixed_24_C4","singleton_G7_Soil_Fixed_24_D4","singleton_G7_Soil_Fixed_24_B3","singleton_G7_Soil_FL_5000_C4","singleton_G7_Soil_Fixed_24_D3","singleton_G7_Soil_FL_5000_C2","doubleton_G7_Soil_Fixed_24_A2","doubleton_G7_Soil_Fixed_24_A3","doubleton_G7_Soil_Fixed_24_A4","doubleton_G7_Soil_Fixed_24_B2","doubleton_G7_Soil_Fixed_24_B3","doubleton_G7_Soil_Fixed_24_B4","doubleton_G7_Soil_Fixed_24_C2","doubleton_G7_Soil_Fixed_24_C3","doubleton_G7_Soil_Fixed_24_C4","doubleton_G7_Soil_Fixed_24_D2","doubleton_G7_Soil_Fixed_24_D3","doubleton_G7_Soil_Fixed_24_D4","doubleton_G7_Soil_FL_5000_A1","doubleton_G7_Soil_FL_5000_A2","doubleton_G7_Soil_FL_5000_A4","doubleton_G7_Soil_FL_5000_B3","doubleton_G7_Soil_FL_5000_B4","doubleton_G7_Soil_FL_5000_C2","doubleton_G7_Soil_FL_5000_C3","doubleton_G7_Soil_FL_5000_C4","doubleton_G7_Soil_FL_5000_D2","doubleton_G7_Soil_FL_5000_D3","doubleton_G7_Soil_FL_5000_D4"
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter",3,0,0,1,0,0,0,1,0,4,0,0,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,379,337,243,263,261,303,293,263,310,292,239,319,325,313,256,286,298,299,288,300,313,296,282,300,325,324,324,296,310,326,234,323,322,324,279,293,309,325,271,277,327,322,327,321,301,323,315,308,338,326,288,298,291,349,287,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Pseudenhygromyxa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium",0,6,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,3,3,1,3,0,1,3,2,1,1,0,0
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Segetibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,30,19,14,16,21,24,12,16,24,20,33,20,31,24,25,9,22,22,33,27,29,19,25,23,30,24,15,14,33,26,18,21,9,18,20,14,23,17,18,16
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;__",0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,1,1,0,1,2,4,1,1,0,0,1,2,1,1,1,3,2,0,2,1,3,1,0,1,2,1,1,3,2,0,3,1,2,2,2,4
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,6,1,0,3,1,5,0,0,0,0,1,0,5,0,1,0,0,0,0,2,1,0,0,0,2,0,0,2,2,0,0,2,1,0,0,0,0,1
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__PeM15;f__PeM15;g__PeM15",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__uncultured;g__uncultured",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,13,17,9,15,18,14,17,12,23,15,26,28,15,16,17,18,13,14,14,13,5,15,12,14,15,11,21,16,12,16,15,15,19,19,11,17,13,17,19,16
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Yaniella",0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,2,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,67,74,57,49,96,37,48,60,48,38,67,46,50,47,45,72,73,51,46,48,76,73,81,73,62,50,46,81,41,49,64,49,54,57,53,47,36,58,44,73,65,38,55,71,67,92,76,85,67,79,81,90,59,75,71,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsaceae;g__Aliterella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,163,136,161,171,142,182,162,154,165,149,176,169,182,184,160,153,163,160,162,153,145,165,135,147,146,148,154,157,170,194,173,163,162,194,160,170,146,174,156,169,167,185,165,137,158,137,143,155,175,157,164,151,159,161,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,4,9,4,4,5,3,13,5,7,3,6,2,4,5,7,6,6,7,6,5,7,8,4,12,3,2,12,4,6,14,9,9,5,9,6,7,4,4,11
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium",0,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,10,5,8,8,12,11,8,10,5,9,5,6,11,15,10,3,12,7,7,5,9,10,11,6,11,12,11,8,14,4,9,12,11,7,11,20,14,7,16
"d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriae;f__Acidobacteriae;g__Paludibaculum",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Eukaryota;p__Ciliophora;c__Intramacronucleata;o__Litostomatea;f__Haptoria;g__Haptoria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Cryobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,3,0,4,2,3,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,1,0,0,1,0,1,0,0,1,3,0,1,2,1,6,1,0
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium",0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,1,0,1,0,1,1
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,5,8,6,4,10,11,4,1,5,3,1,5,2,9,6,7,4,3,3,1,5,3,6,6,1,0,9,2,9,7,8,1,6,6,4,6,5,9,5
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PLTA13;f__PLTA13;g__PLTA13",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,1,0,1,5,0,0,0,1,1,0,1,1,1,2,1,1,0,3,0,1,1,3,0,2,1,4,5,2,1,1,0,1,3,1,1,1
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;__;__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea",0,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,3,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,10,6,8,2,11,6,4,2,5,3,5,1,0,3,7,8,2,5,8,3,0,6,2,7,5,6,8,2,7,9,11,5,5,5,3,5,5,8,6
"d__Eukaryota;p__Ciliophora;c__Intramacronucleata;o__Conthreep;f__Colpodea;g__Colpoda",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7a",0,3,0,2,0,3,0,0,0,4,0,0,4,0,0,0,1,3,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2,2,4,3,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,7,9,9,8,26,11,8,7,20,26,28,29,23,27,12,23,3,17,20,30,22,19,24,19,34,27,18,21,31,8,9,14,6,12,4,9,7,11,6,12
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidiphilium",0,0,0,0,1,4,0,6,0,0,2,0,0,2,0,6,2,2,0,0,3,0,0,0,1,1,0,3,0,1,0,0,4,2,0,4,0,1,0,0,0,6,3,1,0,0,0,1,2,7,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Ellin6055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,13,13,2,11,6,8,2,15,5,1,5,5,6,1,10,4,8,12,4,6,7,1,7,0,4,6,0,6,0,6,7,5,12,6,10,7,5,7,5,4
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__UCG-010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,66,78,76,81,93,78,87,83,73,70,80,83,67,63,99,87,81,75,64,84,79,73,74,77,87,73,85,87,72,94,76,81,81,64,79,90,89,70,104,92,69,60,78,91,95,103,75,82,82,69,81,88,65,76,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,52,43,43,55,39,47,38,41,36,72,69,37,47,44,54,55,55,41,50,51,55,66,54,52,28,47,47,44,44,44,72,47,43,65,42,57,49,42,64,42,46,46,81,53,45,56,54,53,64,53,59,57,59,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
